resume_text,label
"Machine learning engineer skilled in Data Pipelines, TensorFlow, NLP, Computer Vision, Spark. Developed models for predictive analytics. Experienced in deploying ML models using AWS SageMaker, TensorFlow Serving. Graduated with a degree in M.Sc in Data Science from Georgia Tech.",MLE
"Data scientist proficient in Big Data, Python, Pandas, Jupyter, Statistics. Conducted analysis on customer behavior data to uncover trends and support business decisions. Holds a M.Tech in Artificial Intelligence from UC Berkeley.",Data Science
"Data scientist proficient in Pandas, Machine Learning, Statistics, Data Visualization, Matplotlib. Conducted analysis on customer behavior data to uncover trends and support business decisions. Holds a B.Sc in Computer Science from Stanford University.",Data Science
"Machine learning engineer skilled in TensorFlow, AWS SageMaker, Deep Learning, Computer Vision, Scikit-learn. Developed models for predictive analytics. Experienced in deploying ML models using TensorFlow Serving, MLflow. Graduated with a degree in B.Tech in Information Technology from University of Toronto.",MLE
"Experienced software engineer with expertise in Linux, CI/CD, Docker, Git, Python. Previously worked at Amazon on mobile applications. Holds a degree in M.Sc in Data Science from Stanford University.",SWE
"Experienced software engineer with expertise in Kubernetes, Docker, Linux, Git, SQL. Previously worked at Netflix on mobile applications. Holds a degree in M.Tech in Artificial Intelligence from UC Berkeley.",SWE
"Machine learning engineer skilled in Docker, Data Pipelines, Spark, AWS SageMaker, TensorFlow. Developed models for recommendation systems. Experienced in deploying ML models using MLflow, TensorFlow Serving. Graduated with a degree in B.Sc in Computer Science from Stanford University.",MLE
"Data scientist proficient in Tableau, Statistics, R, Data Visualization, Python. Conducted analysis on sales transactions to uncover trends and support business decisions. Holds a M.Sc in Data Science from Carnegie Mellon.",Data Science
"Machine learning engineer skilled in TensorFlow, Spark, ML Ops, Scikit-learn, Computer Vision. Developed models for predictive analytics. Experienced in deploying ML models using TensorFlow Serving, MLflow. Graduated with a degree in B.Tech in Information Technology from Stanford University.",MLE
"Experienced software engineer with expertise in AWS, Docker, Python, CI/CD, Agile. Previously worked at Microsoft on cloud-native applications. Holds a degree in B.Sc in Computer Science from UC Berkeley.",SWE
"Machine learning engineer skilled in Deep Learning, ML Ops, Scikit-learn, Computer Vision, NLP. Developed models for recommendation systems. Experienced in deploying ML models using AWS SageMaker, Kubernetes. Graduated with a degree in B.Sc in Computer Science from University of Toronto.",MLE
"Data scientist proficient in Pandas, Matplotlib, Data Visualization, Jupyter, Machine Learning. Conducted analysis on customer behavior data to uncover trends and support business decisions. Holds a Ph.D. in Machine Learning from Stanford University.",Data Science
"Data scientist proficient in Statistics, Tableau, Matplotlib, SQL, R. Conducted analysis on customer behavior data to uncover trends and support business decisions. Holds a B.Tech in Information Technology from Stanford University.",Data Science
"Machine learning engineer skilled in Scikit-learn, AWS SageMaker, Docker, Computer Vision, ML Ops. Developed models for recommendation systems. Experienced in deploying ML models using TensorFlow Serving, MLflow. Graduated with a degree in M.Tech in Artificial Intelligence from Georgia Tech.",MLE
"Machine learning engineer skilled in ML Ops, Spark, Docker, Data Pipelines, PyTorch. Developed models for fraud detection. Experienced in deploying ML models using TensorFlow Serving, Kubernetes. Graduated with a degree in M.Sc in Data Science from UC Berkeley.",MLE
"Machine learning engineer skilled in Deep Learning, Spark, Python, ML Ops, Scikit-learn. Developed models for image recognition. Experienced in deploying ML models using TensorFlow Serving, MLflow. Graduated with a degree in Ph.D. in Machine Learning from Georgia Tech.",MLE
"Data scientist proficient in ETL, Pandas, Tableau, Data Visualization, Big Data. Conducted analysis on customer behavior data to uncover trends and support business decisions. Holds a M.Tech in Artificial Intelligence from Stanford University.",Data Science
"Data scientist proficient in Pandas, Jupyter, Matplotlib, ETL, Statistics. Conducted analysis on IoT sensor logs to uncover trends and support business decisions. Holds a M.Tech in Artificial Intelligence from Georgia Tech.",Data Science
"Data scientist proficient in Tableau, Pandas, SQL, ETL, Data Visualization. Conducted analysis on sales transactions to uncover trends and support business decisions. Holds a M.Sc in Data Science from University of Toronto.",Data Science
"Data scientist proficient in SQL, Data Visualization, Pandas, Machine Learning, Python. Conducted analysis on financial reports to uncover trends and support business decisions. Holds a M.Sc in Data Science from Stanford University.",Data Science
"Data scientist proficient in Matplotlib, Machine Learning, SQL, ETL, Python. Conducted analysis on financial reports to uncover trends and support business decisions. Holds a M.Tech in Artificial Intelligence from UC Berkeley.",Data Science
"Data scientist proficient in Python, Jupyter, R, Big Data, Pandas. Conducted analysis on customer behavior data to uncover trends and support business decisions. Holds a B.Tech in Information Technology from Stanford University.",Data Science
"Experienced software engineer with expertise in Git, Docker, Kubernetes, SQL, Python. Previously worked at Facebook on real-time analytics. Holds a degree in M.Sc in Data Science from University of Toronto.",SWE
"Machine learning engineer skilled in ML Ops, Data Pipelines, Deep Learning, Docker, Spark. Developed models for fraud detection. Experienced in deploying ML models using MLflow, Kubernetes. Graduated with a degree in B.Sc in Computer Science from Georgia Tech.",MLE
"Machine learning engineer skilled in ML Ops, TensorFlow, Python, Computer Vision, Scikit-learn. Developed models for natural language processing. Experienced in deploying ML models using AWS SageMaker, MLflow. Graduated with a degree in M.Tech in Artificial Intelligence from University of Toronto.",MLE
"Data scientist proficient in Machine Learning, Matplotlib, Big Data, Jupyter, ETL. Conducted analysis on healthcare records to uncover trends and support business decisions. Holds a B.Sc in Computer Science from Georgia Tech.",Data Science
"Machine learning engineer skilled in Data Pipelines, Docker, NLP, TensorFlow, Spark. Developed models for recommendation systems. Experienced in deploying ML models using AWS SageMaker, Docker. Graduated with a degree in B.Sc in Computer Science from Stanford University.",MLE
"Machine learning engineer skilled in Python, Scikit-learn, Deep Learning, Spark, Computer Vision. Developed models for recommendation systems. Experienced in deploying ML models using Docker, MLflow. Graduated with a degree in M.Tech in Artificial Intelligence from Georgia Tech.",MLE
"Experienced software engineer with expertise in Linux, REST APIs, C++, SQL, Kubernetes. Previously worked at Airbnb on e-commerce platforms. Holds a degree in Ph.D. in Machine Learning from Carnegie Mellon.",SWE
"Data scientist proficient in Tableau, Jupyter, ETL, Matplotlib, Machine Learning. Conducted analysis on sales transactions to uncover trends and support business decisions. Holds a B.Tech in Information Technology from Georgia Tech.",Data Science
"Data scientist proficient in Matplotlib, Tableau, Machine Learning, Pandas, Data Visualization. Conducted analysis on financial reports to uncover trends and support business decisions. Holds a B.Sc in Computer Science from Carnegie Mellon.",Data Science
"Data scientist proficient in Data Visualization, Statistics, Big Data, Jupyter, SQL. Conducted analysis on IoT sensor logs to uncover trends and support business decisions. Holds a B.Sc in Computer Science from Georgia Tech.",Data Science
"Machine learning engineer skilled in TensorFlow, Computer Vision, Spark, Python, NLP. Developed models for fraud detection. Experienced in deploying ML models using TensorFlow Serving, Docker. Graduated with a degree in B.Tech in Information Technology from Georgia Tech.",MLE
"Experienced software engineer with expertise in AWS, Python, SQL, CI/CD, Git. Previously worked at Facebook on e-commerce platforms. Holds a degree in B.Sc in Computer Science from University of Toronto.",SWE
"Experienced software engineer with expertise in Kubernetes, Java, SQL, C++, Agile. Previously worked at Airbnb on mobile applications. Holds a degree in M.Sc in Data Science from UC Berkeley.",SWE
"Data scientist proficient in Data Visualization, Pandas, SQL, Machine Learning, R. Conducted analysis on healthcare records to uncover trends and support business decisions. Holds a B.Sc in Computer Science from Stanford University.",Data Science
"Machine learning engineer skilled in Docker, Deep Learning, Spark, ML Ops, PyTorch. Developed models for recommendation systems. Experienced in deploying ML models using Kubernetes, MLflow. Graduated with a degree in M.Sc in Data Science from MIT.",MLE
"Machine learning engineer skilled in Scikit-learn, TensorFlow, NLP, Deep Learning, ML Ops. Developed models for image recognition. Experienced in deploying ML models using Docker, AWS SageMaker. Graduated with a degree in M.Tech in Artificial Intelligence from Georgia Tech.",MLE
"Machine learning engineer skilled in TensorFlow, ML Ops, Computer Vision, PyTorch, Docker. Developed models for image recognition. Experienced in deploying ML models using Kubernetes, Docker. Graduated with a degree in B.Sc in Computer Science from Stanford University.",MLE
"Data scientist proficient in Data Visualization, Tableau, Big Data, Jupyter, Python. Conducted analysis on financial reports to uncover trends and support business decisions. Holds a M.Tech in Artificial Intelligence from UC Berkeley.",Data Science
"Data scientist proficient in Tableau, Pandas, Big Data, Statistics, Python. Conducted analysis on IoT sensor logs to uncover trends and support business decisions. Holds a Ph.D. in Machine Learning from MIT.",Data Science
"Experienced software engineer with expertise in CI/CD, Docker, C++, Git, Agile. Previously worked at Airbnb on mobile applications. Holds a degree in M.Sc in Data Science from Georgia Tech.",SWE
"Data scientist proficient in Statistics, SQL, Jupyter, Big Data, Python. Conducted analysis on sales transactions to uncover trends and support business decisions. Holds a Ph.D. in Machine Learning from Georgia Tech.",Data Science
"Experienced software engineer with expertise in AWS, C++, CI/CD, REST APIs, Kubernetes. Previously worked at Airbnb on real-time analytics. Holds a degree in M.Sc in Data Science from Stanford University.",SWE
"Experienced software engineer with expertise in CI/CD, Kubernetes, Linux, REST APIs, Git. Previously worked at Airbnb on microservice architecture. Holds a degree in M.Sc in Data Science from Georgia Tech.",SWE
"Machine learning engineer skilled in Deep Learning, Scikit-learn, PyTorch, Docker, Spark. Developed models for natural language processing. Experienced in deploying ML models using MLflow, Docker. Graduated with a degree in M.Sc in Data Science from Carnegie Mellon.",MLE
"Experienced software engineer with expertise in CI/CD, Python, REST APIs, SQL, Git. Previously worked at Facebook on e-commerce platforms. Holds a degree in B.Sc in Computer Science from Carnegie Mellon.",SWE
"Data scientist proficient in Data Visualization, Jupyter, ETL, SQL, Tableau. Conducted analysis on IoT sensor logs to uncover trends and support business decisions. Holds a B.Sc in Computer Science from Carnegie Mellon.",Data Science
"Experienced software engineer with expertise in REST APIs, Docker, SQL, C++, Kubernetes. Previously worked at Amazon on real-time analytics. Holds a degree in B.Sc in Computer Science from Carnegie Mellon.",SWE
"Machine learning engineer skilled in Deep Learning, TensorFlow, AWS SageMaker, Spark, NLP. Developed models for image recognition. Experienced in deploying ML models using MLflow, AWS SageMaker. Graduated with a degree in B.Sc in Computer Science from UC Berkeley.",MLE
"Data scientist proficient in Data Visualization, Big Data, Tableau, R, Pandas. Conducted analysis on sales transactions to uncover trends and support business decisions. Holds a B.Sc in Computer Science from MIT.",Data Science
"Experienced software engineer with expertise in CI/CD, Kubernetes, Git, AWS, Python. Previously worked at Facebook on mobile applications. Holds a degree in Ph.D. in Machine Learning from Stanford University.",SWE
"Machine learning engineer skilled in Python, Deep Learning, ML Ops, Scikit-learn, AWS SageMaker. Developed models for predictive analytics. Experienced in deploying ML models using AWS SageMaker, Docker. Graduated with a degree in M.Tech in Artificial Intelligence from Stanford University.",MLE
"Machine learning engineer skilled in Computer Vision, PyTorch, Deep Learning, AWS SageMaker, Spark. Developed models for natural language processing. Experienced in deploying ML models using AWS SageMaker, Docker. Graduated with a degree in B.Sc in Computer Science from Carnegie Mellon.",MLE
"Data scientist proficient in Python, Matplotlib, R, Machine Learning, Tableau. Conducted analysis on financial reports to uncover trends and support business decisions. Holds a Ph.D. in Machine Learning from MIT.",Data Science
"Experienced software engineer with expertise in REST APIs, CI/CD, Java, Docker, Python. Previously worked at Google on mobile applications. Holds a degree in B.Sc in Computer Science from Carnegie Mellon.",SWE
"Experienced software engineer with expertise in Docker, Agile, Linux, C++, Kubernetes. Previously worked at Google on microservice architecture. Holds a degree in M.Sc in Data Science from UC Berkeley.",SWE
"Machine learning engineer skilled in Scikit-learn, Python, Data Pipelines, Spark, Deep Learning. Developed models for predictive analytics. Experienced in deploying ML models using AWS SageMaker, Docker. Graduated with a degree in B.Sc in Computer Science from Georgia Tech.",MLE
"Machine learning engineer skilled in TensorFlow, Spark, Python, AWS SageMaker, Scikit-learn. Developed models for fraud detection. Experienced in deploying ML models using TensorFlow Serving, MLflow. Graduated with a degree in B.Tech in Information Technology from University of Toronto.",MLE
"Data scientist proficient in Jupyter, ETL, R, Data Visualization, Statistics. Conducted analysis on financial reports to uncover trends and support business decisions. Holds a M.Sc in Data Science from MIT.",Data Science
"Experienced software engineer with expertise in Java, C++, AWS, REST APIs, Docker. Previously worked at Microsoft on microservice architecture. Holds a degree in M.Sc in Data Science from Stanford University.",SWE
"Data scientist proficient in Matplotlib, Jupyter, Big Data, Machine Learning, Data Visualization. Conducted analysis on customer behavior data to uncover trends and support business decisions. Holds a Ph.D. in Machine Learning from MIT.",Data Science
"Machine learning engineer skilled in PyTorch, Docker, AWS SageMaker, Python, Data Pipelines. Developed models for image recognition. Experienced in deploying ML models using Kubernetes, TensorFlow Serving. Graduated with a degree in B.Tech in Information Technology from UC Berkeley.",MLE
"Data scientist proficient in Tableau, Pandas, ETL, Jupyter, Matplotlib. Conducted analysis on financial reports to uncover trends and support business decisions. Holds a B.Sc in Computer Science from Carnegie Mellon.",Data Science
"Machine learning engineer skilled in Deep Learning, Python, Docker, ML Ops, Scikit-learn. Developed models for image recognition. Experienced in deploying ML models using TensorFlow Serving, Kubernetes. Graduated with a degree in M.Sc in Data Science from UC Berkeley.",MLE
"Machine learning engineer skilled in NLP, Spark, Scikit-learn, Deep Learning, Python. Developed models for predictive analytics. Experienced in deploying ML models using Docker, Kubernetes. Graduated with a degree in M.Sc in Data Science from UC Berkeley.",MLE
"Data scientist proficient in Matplotlib, ETL, SQL, Pandas, Machine Learning. Conducted analysis on financial reports to uncover trends and support business decisions. Holds a Ph.D. in Machine Learning from MIT.",Data Science
"Data scientist proficient in Python, Tableau, Statistics, Pandas, Jupyter. Conducted analysis on IoT sensor logs to uncover trends and support business decisions. Holds a M.Tech in Artificial Intelligence from University of Toronto.",Data Science
"Machine learning engineer skilled in ML Ops, AWS SageMaker, Computer Vision, Data Pipelines, Scikit-learn. Developed models for image recognition. Experienced in deploying ML models using Docker, AWS SageMaker. Graduated with a degree in M.Sc in Data Science from University of Toronto.",MLE
"Machine learning engineer skilled in NLP, ML Ops, Deep Learning, Python, PyTorch. Developed models for fraud detection. Experienced in deploying ML models using MLflow, TensorFlow Serving. Graduated with a degree in B.Tech in Information Technology from Stanford University.",MLE
"Experienced software engineer with expertise in Linux, Kubernetes, Docker, SQL, AWS. Previously worked at Amazon on microservice architecture. Holds a degree in Ph.D. in Machine Learning from University of Toronto.",SWE
"Experienced software engineer with expertise in Java, Linux, Kubernetes, REST APIs, Git. Previously worked at Netflix on real-time analytics. Holds a degree in B.Sc in Computer Science from Stanford University.",SWE
"Data scientist proficient in Python, Jupyter, Data Visualization, Machine Learning, R. Conducted analysis on customer behavior data to uncover trends and support business decisions. Holds a M.Tech in Artificial Intelligence from Stanford University.",Data Science
"Data scientist proficient in Machine Learning, SQL, Tableau, Python, Jupyter. Conducted analysis on sales transactions to uncover trends and support business decisions. Holds a M.Sc in Data Science from Carnegie Mellon.",Data Science
"Experienced software engineer with expertise in Docker, Linux, Git, REST APIs, C++. Previously worked at Amazon on e-commerce platforms. Holds a degree in M.Sc in Data Science from Stanford University.",SWE
"Machine learning engineer skilled in Python, Scikit-learn, Spark, Deep Learning, Computer Vision. Developed models for predictive analytics. Experienced in deploying ML models using MLflow, Kubernetes. Graduated with a degree in B.Sc in Computer Science from University of Toronto.",MLE
"Data scientist proficient in Python, SQL, R, ETL, Tableau. Conducted analysis on financial reports to uncover trends and support business decisions. Holds a B.Sc in Computer Science from Carnegie Mellon.",Data Science
"Experienced software engineer with expertise in Java, C++, Docker, SQL, Kubernetes. Previously worked at Netflix on cloud-native applications. Holds a degree in B.Tech in Information Technology from UC Berkeley.",SWE
"Machine learning engineer skilled in NLP, Docker, AWS SageMaker, Data Pipelines, ML Ops. Developed models for natural language processing. Experienced in deploying ML models using TensorFlow Serving, Kubernetes. Graduated with a degree in B.Tech in Information Technology from Stanford University.",MLE
"Machine learning engineer skilled in Docker, Spark, Computer Vision, Data Pipelines, AWS SageMaker. Developed models for predictive analytics. Experienced in deploying ML models using MLflow, AWS SageMaker. Graduated with a degree in M.Sc in Data Science from Carnegie Mellon.",MLE
"Data scientist proficient in R, Statistics, Python, Pandas, Machine Learning. Conducted analysis on sales transactions to uncover trends and support business decisions. Holds a M.Sc in Data Science from University of Toronto.",Data Science
"Experienced software engineer with expertise in Agile, SQL, CI/CD, C++, Java. Previously worked at Airbnb on real-time analytics. Holds a degree in M.Sc in Data Science from Georgia Tech.",SWE
"Data scientist proficient in Statistics, R, Tableau, SQL, ETL. Conducted analysis on healthcare records to uncover trends and support business decisions. Holds a M.Tech in Artificial Intelligence from MIT.",Data Science
"Experienced software engineer with expertise in Python, Java, Git, AWS, Agile. Previously worked at Microsoft on cloud-native applications. Holds a degree in Ph.D. in Machine Learning from MIT.",SWE
"Data scientist proficient in Big Data, Data Visualization, Python, Pandas, R. Conducted analysis on customer behavior data to uncover trends and support business decisions. Holds a B.Sc in Computer Science from UC Berkeley.",Data Science
"Machine learning engineer skilled in NLP, Data Pipelines, Python, Scikit-learn, Docker. Developed models for predictive analytics. Experienced in deploying ML models using AWS SageMaker, MLflow. Graduated with a degree in M.Tech in Artificial Intelligence from MIT.",MLE
"Data scientist proficient in Pandas, R, Python, Machine Learning, Tableau. Conducted analysis on customer behavior data to uncover trends and support business decisions. Holds a B.Sc in Computer Science from University of Toronto.",Data Science
"Experienced software engineer with expertise in Python, C++, Agile, Kubernetes, SQL. Previously worked at Airbnb on real-time analytics. Holds a degree in B.Sc in Computer Science from Stanford University.",SWE
"Experienced software engineer with expertise in Kubernetes, Git, SQL, C++, Linux. Previously worked at Netflix on e-commerce platforms. Holds a degree in M.Sc in Data Science from MIT.",SWE
"Data scientist proficient in Machine Learning, Data Visualization, SQL, Python, Pandas. Conducted analysis on IoT sensor logs to uncover trends and support business decisions. Holds a M.Tech in Artificial Intelligence from Carnegie Mellon.",Data Science
"Experienced software engineer with expertise in Agile, Java, CI/CD, SQL, Docker. Previously worked at Amazon on mobile applications. Holds a degree in B.Tech in Information Technology from University of Toronto.",SWE
"Data scientist proficient in Matplotlib, R, Machine Learning, Big Data, Tableau. Conducted analysis on financial reports to uncover trends and support business decisions. Holds a B.Tech in Information Technology from MIT.",Data Science
"Data scientist proficient in Machine Learning, Jupyter, Python, Data Visualization, Statistics. Conducted analysis on customer behavior data to uncover trends and support business decisions. Holds a B.Sc in Computer Science from MIT.",Data Science
"Data scientist proficient in Pandas, Machine Learning, Matplotlib, Python, Statistics. Conducted analysis on financial reports to uncover trends and support business decisions. Holds a M.Tech in Artificial Intelligence from Stanford University.",Data Science
"Machine learning engineer skilled in Computer Vision, Python, Scikit-learn, AWS SageMaker, PyTorch. Developed models for image recognition. Experienced in deploying ML models using TensorFlow Serving, AWS SageMaker. Graduated with a degree in Ph.D. in Machine Learning from MIT.",MLE
"Machine learning engineer skilled in PyTorch, AWS SageMaker, Docker, Spark, Deep Learning. Developed models for recommendation systems. Experienced in deploying ML models using Docker, TensorFlow Serving. Graduated with a degree in M.Sc in Data Science from UC Berkeley.",MLE
"Experienced software engineer with expertise in REST APIs, Docker, Git, Python, AWS. Previously worked at Google on real-time analytics. Holds a degree in Ph.D. in Machine Learning from MIT.",SWE
"Data scientist proficient in Machine Learning, R, Tableau, Jupyter, Data Visualization. Conducted analysis on financial reports to uncover trends and support business decisions. Holds a B.Tech in Information Technology from University of Toronto.",Data Science
"Data scientist proficient in Machine Learning, Tableau, Matplotlib, Big Data, Python. Conducted analysis on customer behavior data to uncover trends and support business decisions. Holds a M.Sc in Data Science from UC Berkeley.",Data Science
"Experienced software engineer with expertise in AWS, Git, Python, SQL, CI/CD. Previously worked at Microsoft on microservice architecture. Holds a degree in B.Tech in Information Technology from Stanford University.",SWE
"Data scientist proficient in Statistics, Pandas, SQL, Tableau, R. Conducted analysis on IoT sensor logs to uncover trends and support business decisions. Holds a B.Sc in Computer Science from Stanford University.",Data Science
"Data scientist proficient in Data Visualization, Python, Jupyter, Pandas, SQL. Conducted analysis on IoT sensor logs to uncover trends and support business decisions. Holds a Ph.D. in Machine Learning from UC Berkeley.",Data Science
"Machine learning engineer skilled in NLP, Spark, PyTorch, Scikit-learn, TensorFlow. Developed models for natural language processing. Experienced in deploying ML models using AWS SageMaker, TensorFlow Serving. Graduated with a degree in Ph.D. in Machine Learning from University of Toronto.",MLE
"Machine learning engineer skilled in Docker, Computer Vision, Scikit-learn, PyTorch, Python. Developed models for natural language processing. Experienced in deploying ML models using TensorFlow Serving, MLflow. Graduated with a degree in M.Tech in Artificial Intelligence from UC Berkeley.",MLE
"Data scientist proficient in Python, R, Machine Learning, Matplotlib, Pandas. Conducted analysis on IoT sensor logs to uncover trends and support business decisions. Holds a B.Tech in Information Technology from University of Toronto.",Data Science
"Machine learning engineer skilled in Computer Vision, NLP, Docker, Spark, Data Pipelines. Developed models for predictive analytics. Experienced in deploying ML models using MLflow, Docker. Graduated with a degree in M.Sc in Data Science from Stanford University.",MLE
"Data scientist proficient in Pandas, Machine Learning, Statistics, SQL, Jupyter. Conducted analysis on healthcare records to uncover trends and support business decisions. Holds a B.Sc in Computer Science from UC Berkeley.",Data Science
"Data scientist proficient in Python, ETL, Jupyter, Matplotlib, Machine Learning. Conducted analysis on customer behavior data to uncover trends and support business decisions. Holds a M.Sc in Data Science from UC Berkeley.",Data Science
"Experienced software engineer with expertise in Kubernetes, Java, Python, Linux, CI/CD. Previously worked at Google on microservice architecture. Holds a degree in M.Tech in Artificial Intelligence from Georgia Tech.",SWE
"Machine learning engineer skilled in AWS SageMaker, Scikit-learn, PyTorch, Docker, Deep Learning. Developed models for natural language processing. Experienced in deploying ML models using AWS SageMaker, MLflow. Graduated with a degree in B.Tech in Information Technology from UC Berkeley.",MLE
"Data scientist proficient in Big Data, Jupyter, Python, SQL, R. Conducted analysis on healthcare records to uncover trends and support business decisions. Holds a M.Sc in Data Science from Carnegie Mellon.",Data Science
"Experienced software engineer with expertise in Kubernetes, Git, CI/CD, Linux, SQL. Previously worked at Facebook on mobile applications. Holds a degree in M.Tech in Artificial Intelligence from MIT.",SWE
"Machine learning engineer skilled in Scikit-learn, Spark, Data Pipelines, Docker, Python. Developed models for image recognition. Experienced in deploying ML models using MLflow, AWS SageMaker. Graduated with a degree in Ph.D. in Machine Learning from UC Berkeley.",MLE
"Machine learning engineer skilled in Deep Learning, Computer Vision, AWS SageMaker, Python, NLP. Developed models for image recognition. Experienced in deploying ML models using TensorFlow Serving, Docker. Graduated with a degree in M.Sc in Data Science from Carnegie Mellon.",MLE
"Machine learning engineer skilled in Spark, Python, Deep Learning, NLP, TensorFlow. Developed models for fraud detection. Experienced in deploying ML models using AWS SageMaker, TensorFlow Serving. Graduated with a degree in M.Sc in Data Science from UC Berkeley.",MLE
"Data scientist proficient in SQL, ETL, Tableau, R, Statistics. Conducted analysis on sales transactions to uncover trends and support business decisions. Holds a B.Tech in Information Technology from Carnegie Mellon.",Data Science
"Experienced software engineer with expertise in Agile, Python, Java, CI/CD, C++. Previously worked at Facebook on mobile applications. Holds a degree in Ph.D. in Machine Learning from Georgia Tech.",SWE
"Data scientist proficient in Jupyter, R, Pandas, ETL, Statistics. Conducted analysis on IoT sensor logs to uncover trends and support business decisions. Holds a Ph.D. in Machine Learning from Stanford University.",Data Science
"Experienced software engineer with expertise in Java, CI/CD, Python, Kubernetes, AWS. Previously worked at Airbnb on real-time analytics. Holds a degree in Ph.D. in Machine Learning from UC Berkeley.",SWE
"Experienced software engineer with expertise in AWS, Java, C++, Kubernetes, Agile. Previously worked at Netflix on cloud-native applications. Holds a degree in B.Sc in Computer Science from University of Toronto.",SWE
"Data scientist proficient in Matplotlib, Machine Learning, Big Data, ETL, Tableau. Conducted analysis on sales transactions to uncover trends and support business decisions. Holds a M.Sc in Data Science from Carnegie Mellon.",Data Science
"Experienced software engineer with expertise in Kubernetes, Git, Python, REST APIs, Java. Previously worked at Facebook on e-commerce platforms. Holds a degree in B.Sc in Computer Science from Georgia Tech.",SWE
"Data scientist proficient in SQL, ETL, Data Visualization, Big Data, Tableau. Conducted analysis on sales transactions to uncover trends and support business decisions. Holds a B.Sc in Computer Science from MIT.",Data Science
"Data scientist proficient in Jupyter, R, Data Visualization, Matplotlib, ETL. Conducted analysis on healthcare records to uncover trends and support business decisions. Holds a B.Tech in Information Technology from Stanford University.",Data Science
"Experienced software engineer with expertise in Kubernetes, Linux, Java, C++, CI/CD. Previously worked at Amazon on microservice architecture. Holds a degree in B.Tech in Information Technology from Stanford University.",SWE
"Machine learning engineer skilled in Docker, Python, NLP, Scikit-learn, ML Ops. Developed models for predictive analytics. Experienced in deploying ML models using AWS SageMaker, TensorFlow Serving. Graduated with a degree in B.Tech in Information Technology from Georgia Tech.",MLE
"Experienced software engineer with expertise in Linux, SQL, C++, AWS, Java. Previously worked at Google on real-time analytics. Holds a degree in M.Tech in Artificial Intelligence from Georgia Tech.",SWE
"Machine learning engineer skilled in Computer Vision, Python, Data Pipelines, ML Ops, Scikit-learn. Developed models for natural language processing. Experienced in deploying ML models using Docker, AWS SageMaker. Graduated with a degree in Ph.D. in Machine Learning from Carnegie Mellon.",MLE
"Data scientist proficient in Big Data, Matplotlib, Pandas, Jupyter, Python. Conducted analysis on IoT sensor logs to uncover trends and support business decisions. Holds a B.Sc in Computer Science from University of Toronto.",Data Science
"Data scientist proficient in Matplotlib, Machine Learning, Jupyter, SQL, Tableau. Conducted analysis on sales transactions to uncover trends and support business decisions. Holds a B.Tech in Information Technology from MIT.",Data Science
"Machine learning engineer skilled in Python, PyTorch, Computer Vision, TensorFlow, Docker. Developed models for fraud detection. Experienced in deploying ML models using AWS SageMaker, TensorFlow Serving. Graduated with a degree in B.Sc in Computer Science from University of Toronto.",MLE
"Data scientist proficient in ETL, Big Data, Python, Data Visualization, Jupyter. Conducted analysis on financial reports to uncover trends and support business decisions. Holds a B.Tech in Information Technology from University of Toronto.",Data Science
"Data scientist proficient in Machine Learning, Jupyter, Matplotlib, Data Visualization, ETL. Conducted analysis on sales transactions to uncover trends and support business decisions. Holds a M.Sc in Data Science from Stanford University.",Data Science
"Experienced software engineer with expertise in C++, AWS, Git, Linux, CI/CD. Previously worked at Facebook on microservice architecture. Holds a degree in B.Tech in Information Technology from Carnegie Mellon.",SWE
"Machine learning engineer skilled in Scikit-learn, PyTorch, Python, Computer Vision, Deep Learning. Developed models for predictive analytics. Experienced in deploying ML models using TensorFlow Serving, MLflow. Graduated with a degree in B.Tech in Information Technology from Carnegie Mellon.",MLE
"Data scientist proficient in Pandas, Matplotlib, R, Data Visualization, Jupyter. Conducted analysis on financial reports to uncover trends and support business decisions. Holds a B.Sc in Computer Science from University of Toronto.",Data Science
"Experienced software engineer with expertise in Docker, Python, Kubernetes, REST APIs, SQL. Previously worked at Airbnb on cloud-native applications. Holds a degree in M.Sc in Data Science from Georgia Tech.",SWE
"Experienced software engineer with expertise in REST APIs, Kubernetes, Git, Agile, CI/CD. Previously worked at Airbnb on microservice architecture. Holds a degree in B.Sc in Computer Science from UC Berkeley.",SWE
"Data scientist proficient in Matplotlib, Data Visualization, SQL, Statistics, Tableau. Conducted analysis on IoT sensor logs to uncover trends and support business decisions. Holds a Ph.D. in Machine Learning from Carnegie Mellon.",Data Science
"Data scientist proficient in Tableau, Data Visualization, Big Data, SQL, Python. Conducted analysis on healthcare records to uncover trends and support business decisions. Holds a Ph.D. in Machine Learning from University of Toronto.",Data Science
"Data scientist proficient in Machine Learning, Statistics, ETL, Tableau, R. Conducted analysis on sales transactions to uncover trends and support business decisions. Holds a B.Tech in Information Technology from Georgia Tech.",Data Science
"Experienced software engineer with expertise in Git, Java, Agile, Linux, Python. Previously worked at Facebook on real-time analytics. Holds a degree in M.Tech in Artificial Intelligence from MIT.",SWE
"Data scientist proficient in ETL, SQL, Big Data, R, Statistics. Conducted analysis on IoT sensor logs to uncover trends and support business decisions. Holds a Ph.D. in Machine Learning from Stanford University.",Data Science
